Flight_ID,Route,Departure_Time,Arrival_Time,Aircraft_Type,Flight_Duration,Pilot_ID,Name,Rank,Certification,Age,Experience_Years,Rest_Hours,Fatigue_Score,Last_Flight_Time
FLY3159,Chennai to Guwahati,2025-12-31 01:15,2025-12-31 03:03,A320,1h 48m,PLT7346,FO_41,First Officer,A320,35,14,12,6,2025-12-30 13:15
FLY3160,Bangalore to Delhi,2025-12-31 18:30,2025-12-31 21:22,A320,2h 52m,PLT8715,Captain_33,Captain,A320,60,38,23,3,2025-12-30 19:30
FLY3161,Delhi to Chennai,2025-12-31 10:15,2025-12-31 12:32,A320,2h 17m,PLT8582,FO_7,First Officer,A320,38,17,15,3,2025-12-30 19:15
FLY3162,Mumbai to Kolkata,2025-12-31 13:45,2025-12-31 14:38,A320,0h 53m,PLT8231,Captain_22,Captain,A320,49,27,19,3,2025-12-30 18:45
FLY3163,Mumbai to Bangalore,2025-12-31 00:15,2025-12-31 01:33,A320,1h 18m,PLT5839,Captain_1,Captain,A320,45,23,14,3,2025-12-30 10:15
FLY3164,Pune to Ahmedabad,2025-12-31 20:15,2025-12-31 21:47,A320,1h 32m,PLT5279,FO_4,First Officer,A320,38,17,16,1,2025-12-31 04:15
FLY3165,Kolkata to Ahmedabad,2025-12-31 02:30,2025-12-31 05:29,A320,2h 59m,PLT5389,Captain_1,Captain,A320,46,24,20,3,2025-12-30 06:30
FLY3166,Goa to Chennai,2025-12-31 13:45,2025-12-31 14:39,B737,0h 54m,PLT8549,Captain_9,Captain,B737,56,34,14,2,2025-12-30 23:45
FLY3167,Guwahati to Pune,2025-12-31 20:30,2025-12-31 22:34,B737,2h 4m,PLT5150,Captain_2,Captain,B737,44,22,14,2,2025-12-31 06:30
FLY3168,Hyderabad to Delhi,2025-12-31 00:00,2025-12-31 01:27,A320,1h 27m,PLT7038,Captain_20,Captain,A320,41,19,17,2,2025-12-30 07:00
FLY3169,Delhi to Hyderabad,2025-12-31 05:15,2025-12-31 06:41,B737,1h 26m,PLT7692,FO_33,First Officer,B737,37,16,15,3,2025-12-30 14:15
FLY3170,Pune to Bangalore,2025-12-31 08:45,2025-12-31 10:08,B737,1h 23m,PLT8438,Captain_35,Captain,B737,55,33,15,4,2025-12-30 17:45
FLY3171,Ahmedabad to Mumbai,2025-12-31 08:45,2025-12-31 11:15,B737,2h 30m,PLT5700,Captain_29,Captain,B737,56,34,21,2,2025-12-30 11:45
FLY3172,Pune to Guwahati,2025-12-31 07:15,2025-12-31 08:49,A320,1h 34m,PLT6112,Captain_34,Captain,A320,49,27,22,3,2025-12-30 09:15
FLY3173,Ahmedabad to Chennai,2025-12-31 20:00,2025-12-31 21:55,B737,1h 55m,PLT5953,Captain_33,Captain,B737,55,33,13,3,2025-12-31 07:00
FLY3174,Bangalore to Pune,2025-12-31 02:15,2025-12-31 05:13,B737,2h 58m,PLT5767,FO_17,First Officer,B737,33,12,23,4,2025-12-30 03:15
FLY3175,Chennai to Pune,2025-12-31 19:00,2025-12-31 21:08,A320,2h 8m,PLT5643,FO_42,First Officer,A320,25,4,17,4,2025-12-31 02:00
FLY3176,Mumbai to Goa,2025-12-31 19:15,2025-12-31 21:46,B737,2h 31m,PLT7141,FO_5,First Officer,B737,36,15,10,9,2025-12-31 09:15
FLY3177,Ahmedabad to Mumbai,2025-12-31 12:30,2025-12-31 13:41,B737,1h 11m,PLT8763,Captain_48,Captain,B737,55,33,8,9,2025-12-31 04:30
FLY3178,Pune to Hyderabad,2025-12-31 19:15,2025-12-31 20:55,B737,1h 40m,PLT6180,FO_9,First Officer,B737,34,13,23,2,2025-12-30 20:15
FLY3179,Pune to Goa,2025-12-31 01:00,2025-12-31 02:01,A320,1h 1m,PLT7174,Captain_48,Captain,A320,56,34,12,7,2025-12-30 13:00
FLY3180,Ahmedabad to Mumbai,2025-12-31 05:00,2025-12-31 07:16,B737,2h 16m,PLT7992,Captain_25,Captain,B737,45,23,11,8,2025-12-30 18:00
FLY3181,Pune to Goa,2025-12-31 19:00,2025-12-31 21:24,A320,2h 24m,PLT7978,Captain_23,Captain,A320,57,35,15,4,2025-12-31 04:00
FLY3182,Goa to Guwahati,2025-12-31 17:30,2025-12-31 19:50,A320,2h 20m,PLT7981,Captain_28,Captain,A320,52,30,13,2,2025-12-31 04:30
FLY3183,Bangalore to Kolkata,2025-12-31 02:30,2025-12-31 03:40,A320,1h 10m,PLT7266,Captain_31,Captain,A320,60,38,14,2,2025-12-30 12:30
FLY3184,Hyderabad to Delhi,2025-12-31 01:30,2025-12-31 04:08,A320,2h 38m,PLT6347,FO_22,First Officer,A320,31,10,14,4,2025-12-30 11:30
FLY3185,Bangalore to Chennai,2025-12-31 12:45,2025-12-31 14:30,B737,1h 45m,PLT8969,FO_1,First Officer,B737,26,5,19,4,2025-12-30 17:45
FLY3186,Kolkata to Mumbai,2025-12-31 03:45,2025-12-31 04:42,A320,0h 57m,PLT5965,FO_20,First Officer,A320,25,4,15,1,2025-12-30 12:45
FLY3187,Ahmedabad to Mumbai,2025-12-31 11:00,2025-12-31 13:50,A320,2h 50m,PLT8457,Captain_29,Captain,A320,57,35,21,2,2025-12-30 14:00
FLY3188,Bangalore to Hyderabad,2025-12-31 13:45,2025-12-31 16:25,A320,2h 40m,PLT5198,FO_3,First Officer,A320,24,3,10,8,2025-12-31 03:45
FLY3189,Guwahati to Ahmedabad,2025-12-31 13:00,2025-12-31 15:25,A320,2h 25m,PLT8687,FO_29,First Officer,A320,25,4,15,2,2025-12-30 22:00
FLY3190,Mumbai to Pune,2025-12-31 06:15,2025-12-31 07:04,A320,0h 49m,PLT5553,FO_15,First Officer,A320,37,16,23,4,2025-12-30 07:15
FLY3191,Kolkata to Guwahati,2025-12-31 09:15,2025-12-31 12:12,A320,2h 57m,PLT8899,Captain_2,Captain,A320,54,32,16,4,2025-12-30 17:15
FLY3192,Hyderabad to Kolkata,2025-12-31 05:15,2025-12-31 07:50,A320,2h 35m,PLT7884,FO_3,First Officer,A320,25,4,12,6,2025-12-30 17:15
FLY3193,Bangalore to Pune,2025-12-31 09:45,2025-12-31 12:12,B737,2h 27m,PLT6339,Captain_20,Captain,B737,43,21,15,3,2025-12-30 18:45
FLY3194,Mumbai to Kolkata,2025-12-31 01:15,2025-12-31 04:10,B737,2h 55m,PLT8309,FO_35,First Officer,B737,30,9,13,1,2025-12-30 12:15
FLY3195,Chennai to Guwahati,2025-12-31 00:45,2025-12-31 01:55,A320,1h 10m,PLT6515,Captain_23,Captain,A320,51,29,12,6,2025-12-30 12:45
FLY3196,Bangalore to Mumbai,2025-12-31 08:30,2025-12-31 10:31,A320,2h 1m,PLT5596,FO_23,First Officer,A320,27,6,23,2,2025-12-30 09:30
FLY3197,Hyderabad to Chennai,2025-12-31 02:45,2025-12-31 05:10,A320,2h 25m,PLT6240,FO_47,First Officer,A320,37,16,23,1,2025-12-30 03:45
FLY3198,Guwahati to Kolkata,2025-12-31 07:15,2025-12-31 08:19,A320,1h 4m,PLT7706,Captain_38,Captain,A320,54,32,19,4,2025-12-30 12:15
FLY3199,Kolkata to Mumbai,2025-12-31 11:15,2025-12-31 13:45,A320,2h 30m,PLT6729,Captain_5,Captain,A320,54,32,15,4,2025-12-30 20:15
FLY3200,Ahmedabad to Bangalore,2025-12-31 01:00,2025-12-31 02:43,A320,1h 43m,PLT5614,Captain_6,Captain,A320,46,24,20,1,2025-12-30 05:00
FLY3201,Guwahati to Goa,2025-12-31 20:00,2025-12-31 22:57,B737,2h 57m,PLT8628,Captain_2,Captain,B737,46,24,15,2,2025-12-31 05:00
FLY3202,Hyderabad to Chennai,2025-12-31 01:15,2025-12-31 03:21,B737,2h 6m,PLT8408,Captain_38,Captain,B737,55,33,9,8,2025-12-30 16:15
FLY3203,Hyderabad to Ahmedabad,2025-12-31 19:15,2025-12-31 21:38,B737,2h 23m,PLT5671,FO_9,First Officer,B737,26,5,22,4,2025-12-30 21:15
FLY3204,Hyderabad to Guwahati,2025-12-31 06:00,2025-12-31 06:45,B737,0h 45m,PLT5427,Captain_40,Captain,B737,43,21,14,1,2025-12-30 16:00
FLY3205,Pune to Ahmedabad,2025-12-31 19:00,2025-12-31 20:33,A320,1h 33m,PLT8143,Captain_43,Captain,A320,52,30,13,3,2025-12-31 06:00
FLY3206,Delhi to Ahmedabad,2025-12-31 12:45,2025-12-31 14:53,A320,2h 8m,PLT5347,Captain_42,Captain,A320,57,35,20,1,2025-12-30 16:45
FLY3207,Guwahati to Kolkata,2025-12-31 20:15,2025-12-31 22:44,B737,2h 29m,PLT8619,Captain_21,Captain,B737,42,20,18,1,2025-12-31 02:15
FLY3208,Bangalore to Hyderabad,2025-12-31 07:15,2025-12-31 09:45,B737,2h 30m,PLT7954,Captain_4,Captain,B737,49,27,23,4,2025-12-30 08:15
FLY3209,Delhi to Pune,2025-12-31 00:30,2025-12-31 01:38,A320,1h 8m,PLT8569,FO_17,First Officer,A320,39,18,11,5,2025-12-30 13:30
FLY3210,Goa to Pune,2025-12-31 14:45,2025-12-31 16:57,A320,2h 12m,PLT5800,Captain_19,Captain,A320,41,19,13,4,2025-12-31 01:45
FLY3211,Hyderabad to Kolkata,2025-12-31 07:00,2025-12-31 07:47,A320,0h 47m,PLT7651,FO_33,First Officer,A320,24,3,23,2,2025-12-30 08:00
FLY3212,Hyderabad to Guwahati,2025-12-31 02:45,2025-12-31 03:51,B737,1h 6m,PLT5271,Captain_14,Captain,B737,53,31,11,7,2025-12-30 15:45
FLY3213,Goa to Chennai,2025-12-31 05:45,2025-12-31 07:35,A320,1h 50m,PLT8294,FO_33,First Officer,A320,29,8,19,3,2025-12-30 10:45
FLY3214,Delhi to Mumbai,2025-12-31 06:15,2025-12-31 07:29,B737,1h 14m,PLT6270,Captain_34,Captain,B737,48,26,14,1,2025-12-30 16:15
FLY3215,Pune to Guwahati,2025-12-31 01:30,2025-12-31 02:48,B737,1h 18m,PLT6424,FO_35,First Officer,B737,29,8,14,4,2025-12-30 11:30
FLY3216,Goa to Kolkata,2025-12-31 05:00,2025-12-31 07:16,A320,2h 16m,PLT8590,FO_18,First Officer,A320,39,18,12,9,2025-12-30 17:00
FLY3217,Pune to Hyderabad,2025-12-31 20:45,2025-12-31 23:16,B737,2h 31m,PLT5220,FO_23,First Officer,B737,26,5,11,8,2025-12-31 09:45
FLY3218,Guwahati to Ahmedabad,2025-12-31 02:45,2025-12-31 05:10,B737,2h 25m,PLT5008,Captain_44,Captain,B737,52,30,9,7,2025-12-30 17:45
FLY3219,Kolkata to Ahmedabad,2025-12-31 05:00,2025-12-31 07:48,B737,2h 48m,PLT6363,Captain_7,Captain,B737,57,35,9,8,2025-12-30 20:00
FLY3220,Pune to Ahmedabad,2025-12-31 07:00,2025-12-31 08:57,A320,1h 57m,PLT8718,FO_15,First Officer,A320,25,4,23,2,2025-12-30 08:00
FLY3221,Kolkata to Bangalore,2025-12-31 06:15,2025-12-31 07:05,A320,0h 50m,PLT8575,Captain_12,Captain,A320,58,36,15,3,2025-12-30 15:15
FLY3222,Ahmedabad to Delhi,2025-12-31 10:45,2025-12-31 12:08,B737,1h 23m,PLT8068,FO_7,First Officer,B737,37,16,10,5,2025-12-31 00:45
FLY3223,Goa to Chennai,2025-12-31 08:15,2025-12-31 10:20,A320,2h 5m,PLT8040,Captain_19,Captain,A320,54,32,11,9,2025-12-30 21:15
FLY3224,Chennai to Ahmedabad,2025-12-31 06:00,2025-12-31 06:53,B737,0h 53m,PLT5110,FO_1,First Officer,B737,31,10,12,5,2025-12-30 18:00
FLY3225,Delhi to Goa,2025-12-31 00:00,2025-12-31 00:52,B737,0h 52m,PLT8772,Captain_22,Captain,B737,49,27,20,2,2025-12-30 04:00
FLY3226,Ahmedabad to Kolkata,2025-12-31 07:30,2025-12-31 09:19,B737,1h 49m,PLT5279,FO_9,First Officer,B737,37,16,15,2,2025-12-30 16:30
FLY3227,Kolkata to Guwahati,2025-12-31 19:45,2025-12-31 21:48,B737,2h 3m,PLT7618,FO_38,First Officer,B737,38,17,20,3,2025-12-30 23:45
FLY3228,Kolkata to Goa,2025-12-31 10:00,2025-12-31 11:01,B737,1h 1m,PLT8622,FO_11,First Officer,B737,27,6,16,1,2025-12-30 18:00
FLY3229,Mumbai to Delhi,2025-12-31 02:30,2025-12-31 04:54,A320,2h 24m,PLT6461,Captain_5,Captain,A320,46,24,17,3,2025-12-30 09:30
FLY3230,Bangalore to Mumbai,2025-12-31 05:00,2025-12-31 06:20,B737,1h 20m,PLT5221,FO_33,First Officer,B737,28,7,12,8,2025-12-30 17:00
FLY3231,Pune to Chennai,2025-12-31 16:30,2025-12-31 18:06,A320,1h 36m,PLT6634,Captain_17,Captain,A320,46,24,12,7,2025-12-31 04:30
FLY3232,Bangalore to Kolkata,2025-12-31 17:00,2025-12-31 18:14,B737,1h 14m,PLT5587,Captain_21,Captain,B737,43,21,11,5,2025-12-31 06:00
FLY3233,Delhi to Bangalore,2025-12-31 01:15,2025-12-31 03:07,B737,1h 52m,PLT8096,FO_2,First Officer,B737,29,8,22,2,2025-12-30 03:15
FLY3234,Kolkata to Mumbai,2025-12-31 09:00,2025-12-31 10:28,A320,1h 28m,PLT8062,Captain_45,Captain,A320,50,28,23,3,2025-12-30 10:00
FLY3235,Bangalore to Ahmedabad,2025-12-31 00:30,2025-12-31 02:34,B737,2h 4m,PLT7501,Captain_35,Captain,B737,50,28,20,4,2025-12-30 04:30
FLY3236,Delhi to Kolkata,2025-12-31 13:30,2025-12-31 15:26,A320,1h 56m,PLT5420,Captain_42,Captain,A320,47,25,16,3,2025-12-30 21:30
FLY3237,Pune to Guwahati,2025-12-31 14:45,2025-12-31 17:42,A320,2h 57m,PLT7490,FO_26,First Officer,A320,38,17,23,4,2025-12-30 15:45
FLY3238,Chennai to Guwahati,2025-12-31 06:15,2025-12-31 08:51,B737,2h 36m,PLT5459,FO_49,First Officer,B737,31,10,18,3,2025-12-30 12:15
FLY3239,Mumbai to Goa,2025-12-31 14:15,2025-12-31 17:09,B737,2h 54m,PLT6546,FO_46,First Officer,B737,37,16,11,5,2025-12-31 03:15
FLY3240,Chennai to Pune,2025-12-31 03:45,2025-12-31 04:52,B737,1h 7m,PLT6891,Captain_17,Captain,B737,43,21,23,3,2025-12-30 04:45
FLY3241,Pune to Delhi,2025-12-31 01:00,2025-12-31 02:34,A320,1h 34m,PLT8929,Captain_6,Captain,A320,55,33,17,1,2025-12-30 08:00
FLY3242,Bangalore to Ahmedabad,2025-12-31 17:00,2025-12-31 18:17,A320,1h 17m,PLT7010,Captain_22,Captain,A320,53,31,17,4,2025-12-31 00:00
FLY3243,Bangalore to Chennai,2025-12-31 10:00,2025-12-31 11:12,B737,1h 12m,PLT7252,Captain_48,Captain,B737,44,22,17,2,2025-12-30 17:00
FLY3244,Goa to Chennai,2025-12-31 07:15,2025-12-31 10:03,A320,2h 48m,PLT6208,Captain_1,Captain,A320,47,25,10,5,2025-12-30 21:15
FLY3245,Mumbai to Goa,2025-12-31 17:00,2025-12-31 18:10,A320,1h 10m,PLT7286,FO_3,First Officer,A320,35,14,14,1,2025-12-31 03:00
FLY3246,Goa to Guwahati,2025-12-31 01:15,2025-12-31 02:40,B737,1h 25m,PLT8936,FO_6,First Officer,B737,37,16,23,4,2025-12-30 02:15
FLY3247,Ahmedabad to Pune,2025-12-31 14:45,2025-12-31 16:19,A320,1h 34m,PLT7249,Captain_41,Captain,A320,40,18,8,7,2025-12-31 06:45
FLY3248,Delhi to Mumbai,2025-12-31 15:00,2025-12-31 16:00,A320,1h 0m,PLT8035,FO_8,First Officer,A320,25,4,19,2,2025-12-30 20:00
FLY3249,Pune to Goa,2025-12-31 02:00,2025-12-31 03:56,B737,1h 56m,PLT8562,FO_34,First Officer,B737,32,11,20,1,2025-12-30 06:00
FLY3250,Chennai to Pune,2025-12-31 10:45,2025-12-31 13:13,B737,2h 28m,PLT7901,FO_41,First Officer,B737,28,7,15,3,2025-12-30 19:45
FLY3251,Chennai to Goa,2025-12-31 19:45,2025-12-31 21:52,B737,2h 7m,PLT6139,Captain_34,Captain,B737,47,25,9,7,2025-12-31 10:45
FLY3252,Delhi to Kolkata,2025-12-31 13:30,2025-12-31 15:09,A320,1h 39m,PLT8946,FO_23,First Officer,A320,36,15,11,7,2025-12-31 02:30
FLY3253,Ahmedabad to Goa,2025-12-31 00:30,2025-12-31 02:59,A320,2h 29m,PLT6288,Captain_11,Captain,A320,54,32,22,2,2025-12-30 02:30
FLY3254,Bangalore to Delhi,2025-12-31 13:45,2025-12-31 16:30,B737,2h 45m,PLT7120,FO_38,First Officer,B737,39,18,10,5,2025-12-31 03:45
FLY3255,Goa to Pune,2025-12-31 03:30,2025-12-31 05:15,A320,1h 45m,PLT6751,Captain_13,Captain,A320,54,32,15,3,2025-12-30 12:30
FLY3256,Kolkata to Guwahati,2025-12-31 07:45,2025-12-31 10:29,B737,2h 44m,PLT5142,FO_27,First Officer,B737,30,9,16,3,2025-12-30 15:45
FLY3257,Goa to Hyderabad,2025-12-31 03:45,2025-12-31 04:52,A320,1h 7m,PLT7040,Captain_9,Captain,A320,59,37,24,3,2025-12-30 03:45
FLY3258,Pune to Bangalore,2025-12-31 19:30,2025-12-31 21:15,B737,1h 45m,PLT5671,Captain_4,Captain,B737,43,21,14,1,2025-12-31 05:30
FLY3259,Chennai to Delhi,2025-12-31 06:30,2025-12-31 07:59,A320,1h 29m,PLT8849,Captain_30,Captain,A320,47,25,10,6,2025-12-30 20:30
FLY3260,Mumbai to Chennai,2025-12-31 04:45,2025-12-31 07:19,A320,2h 34m,PLT7899,FO_1,First Officer,A320,30,9,15,2,2025-12-30 13:45
FLY3261,Delhi to Mumbai,2025-12-31 19:45,2025-12-31 20:33,A320,0h 48m,PLT7513,Captain_38,Captain,A320,57,35,19,1,2025-12-31 00:45
FLY3262,Chennai to Ahmedabad,2025-12-31 07:00,2025-12-31 08:46,B737,1h 46m,PLT7050,FO_3,First Officer,B737,30,9,15,3,2025-12-30 16:00
FLY3263,Mumbai to Hyderabad,2025-12-31 06:15,2025-12-31 08:06,A320,1h 51m,PLT7970,Captain_13,Captain,A320,49,27,12,6,2025-12-30 18:15
FLY3264,Delhi to Pune,2025-12-31 20:30,2025-12-31 22:15,A320,1h 45m,PLT5651,Captain_43,Captain,A320,60,38,8,9,2025-12-31 12:30
FLY3265,Kolkata to Hyderabad,2025-12-31 06:30,2025-12-31 09:22,A320,2h 52m,PLT5554,Captain_44,Captain,A320,53,31,23,1,2025-12-30 07:30
FLY3266,Delhi to Hyderabad,2025-12-31 15:00,2025-12-31 17:22,B737,2h 22m,PLT7859,FO_45,First Officer,B737,34,13,15,1,2025-12-31 00:00
FLY3267,Goa to Guwahati,2025-12-31 20:00,2025-12-31 20:52,A320,0h 52m,PLT7216,Captain_39,Captain,A320,48,26,21,2,2025-12-30 23:00
FLY3268,Pune to Mumbai,2025-12-31 20:15,2025-12-31 22:00,B737,1h 45m,PLT7297,FO_46,First Officer,B737,24,3,18,1,2025-12-31 02:15
FLY3269,Pune to Ahmedabad,2025-12-31 09:45,2025-12-31 12:07,A320,2h 22m,PLT8794,Captain_21,Captain,A320,57,35,23,1,2025-12-30 10:45
FLY3270,Delhi to Bangalore,2025-12-31 09:00,2025-12-31 11:58,B737,2h 58m,PLT7739,Captain_5,Captain,B737,46,24,12,7,2025-12-30 21:00
FLY3271,Ahmedabad to Hyderabad,2025-12-31 09:30,2025-12-31 12:30,B737,3h 0m,PLT5368,Captain_29,Captain,B737,52,30,15,2,2025-12-30 18:30
FLY3272,Mumbai to Bangalore,2025-12-31 20:00,2025-12-31 21:27,A320,1h 27m,PLT5223,FO_38,First Officer,A320,29,8,20,4,2025-12-31 00:00
FLY3273,Goa to Delhi,2025-12-31 09:30,2025-12-31 10:55,B737,1h 25m,PLT6619,Captain_14,Captain,B737,43,21,14,3,2025-12-30 19:30
FLY3274,Bangalore to Kolkata,2025-12-31 08:00,2025-12-31 09:07,A320,1h 7m,PLT6906,FO_30,First Officer,A320,29,8,8,6,2025-12-31 00:00
FLY3275,Chennai to Bangalore,2025-12-31 05:45,2025-12-31 08:04,B737,2h 19m,PLT7905,FO_28,First Officer,B737,28,7,15,4,2025-12-30 14:45
FLY3276,Chennai to Hyderabad,2025-12-31 00:15,2025-12-31 02:10,A320,1h 55m,PLT6153,Captain_41,Captain,A320,56,34,17,4,2025-12-30 07:15
FLY3277,Hyderabad to Delhi,2025-12-31 16:30,2025-12-31 18:08,B737,1h 38m,PLT7277,Captain_2,Captain,B737,56,34,18,2,2025-12-30 22:30
FLY3278,Guwahati to Ahmedabad,2025-12-31 00:30,2025-12-31 02:13,A320,1h 43m,PLT8434,Captain_20,Captain,A320,56,34,9,8,2025-12-30 15:30
FLY3279,Chennai to Delhi,2025-12-31 01:15,2025-12-31 02:32,A320,1h 17m,PLT8852,FO_48,First Officer,A320,34,13,19,4,2025-12-30 06:15
FLY3280,Mumbai to Pune,2025-12-31 20:15,2025-12-31 21:15,B737,1h 0m,PLT5504,Captain_39,Captain,B737,46,24,15,2,2025-12-31 05:15
FLY3281,Guwahati to Mumbai,2025-12-31 02:45,2025-12-31 04:27,B737,1h 42m,PLT7012,Captain_11,Captain,B737,54,32,21,2,2025-12-30 05:45
FLY3282,Ahmedabad to Pune,2025-12-31 06:30,2025-12-31 07:51,A320,1h 21m,PLT6038,Captain_36,Captain,A320,42,20,11,9,2025-12-30 19:30
FLY3283,Bangalore to Ahmedabad,2025-12-31 02:45,2025-12-31 04:18,B737,1h 33m,PLT7756,Captain_45,Captain,B737,59,37,23,4,2025-12-30 03:45
FLY3284,Mumbai to Guwahati,2025-12-31 03:15,2025-12-31 04:44,B737,1h 29m,PLT5163,FO_44,First Officer,B737,36,15,19,4,2025-12-30 08:15
FLY3285,Guwahati to Bangalore,2025-12-31 19:00,2025-12-31 21:06,A320,2h 6m,PLT8639,Captain_9,Captain,A320,45,23,12,5,2025-12-31 07:00
FLY3286,Goa to Guwahati,2025-12-31 06:15,2025-12-31 08:12,A320,1h 57m,PLT6110,Captain_27,Captain,A320,58,36,22,2,2025-12-30 08:15
FLY3287,Kolkata to Mumbai,2025-12-31 10:15,2025-12-31 12:18,A320,2h 3m,PLT8863,Captain_36,Captain,A320,50,28,21,2,2025-12-30 13:15
FLY3288,Kolkata to Goa,2025-12-31 00:45,2025-12-31 03:34,A320,2h 49m,PLT5758,Captain_29,Captain,A320,46,24,18,3,2025-12-30 06:45
FLY3289,Bangalore to Goa,2025-12-31 07:15,2025-12-31 08:32,A320,1h 17m,PLT6058,FO_48,First Officer,A320,32,11,13,3,2025-12-30 18:15
FLY3290,Chennai to Ahmedabad,2025-12-31 02:45,2025-12-31 04:55,A320,2h 10m,PLT8023,FO_33,First Officer,A320,37,16,12,7,2025-12-30 14:45
FLY3291,Bangalore to Guwahati,2025-12-31 19:00,2025-12-31 21:45,B737,2h 45m,PLT6646,Captain_2,Captain,B737,47,25,12,5,2025-12-31 07:00
FLY3292,Ahmedabad to Mumbai,2025-12-31 19:30,2025-12-31 22:16,A320,2h 46m,PLT5161,FO_25,First Officer,A320,39,18,15,1,2025-12-31 04:30
FLY3293,Goa to Pune,2025-12-31 14:45,2025-12-31 16:04,A320,1h 19m,PLT8168,Captain_30,Captain,A320,56,34,16,2,2025-12-30 22:45
FLY3294,Guwahati to Mumbai,2025-12-31 11:45,2025-12-31 13:56,A320,2h 11m,PLT5801,FO_19,First Officer,A320,34,13,20,4,2025-12-30 15:45
FLY3295,Guwahati to Delhi,2025-12-31 05:30,2025-12-31 07:33,B737,2h 3m,PLT5768,FO_16,First Officer,B737,38,17,24,1,2025-12-30 05:30
FLY3296,Ahmedabad to Delhi,2025-12-31 06:15,2025-12-31 07:01,A320,0h 46m,PLT8760,FO_50,First Officer,A320,36,15,9,5,2025-12-30 21:15
FLY3297,Hyderabad to Delhi,2025-12-31 08:15,2025-12-31 10:21,A320,2h 6m,PLT5317,FO_6,First Officer,A320,31,10,12,8,2025-12-30 20:15
FLY3298,Ahmedabad to Delhi,2025-12-31 15:00,2025-12-31 16:23,B737,1h 23m,PLT6273,FO_8,First Officer,B737,31,10,23,3,2025-12-30 16:00
FLY3299,Guwahati to Chennai,2025-12-31 17:00,2025-12-31 18:04,B737,1h 4m,PLT7929,FO_27,First Officer,B737,29,8,20,2,2025-12-30 21:00
FLY3300,Guwahati to Mumbai,2025-12-31 08:30,2025-12-31 10:51,B737,2h 21m,PLT6722,Captain_21,Captain,B737,56,34,10,5,2025-12-30 22:30
FLY3301,Bangalore to Hyderabad,2025-12-31 05:30,2025-12-31 06:59,B737,1h 29m,PLT8155,Captain_23,Captain,B737,49,27,17,1,2025-12-30 12:30
FLY3302,Ahmedabad to Goa,2025-12-31 04:30,2025-12-31 06:48,B737,2h 18m,PLT8738,Captain_46,Captain,B737,42,20,8,9,2025-12-30 20:30
FLY3303,Mumbai to Chennai,2025-12-31 10:45,2025-12-31 12:44,B737,1h 59m,PLT8542,FO_4,First Officer,B737,34,13,12,9,2025-12-30 22:45
FLY3304,Goa to Ahmedabad,2025-12-31 18:00,2025-12-31 19:33,B737,1h 33m,PLT8156,FO_36,First Officer,B737,37,16,13,3,2025-12-31 05:00
FLY3305,Delhi to Guwahati,2025-12-31 18:15,2025-12-31 19:33,A320,1h 18m,PLT7936,FO_1,First Officer,A320,38,17,20,3,2025-12-30 22:15
FLY3306,Goa to Ahmedabad,2025-12-31 14:30,2025-12-31 15:51,B737,1h 21m,PLT8339,Captain_25,Captain,B737,57,35,17,2,2025-12-30 21:30
FLY3307,Goa to Kolkata,2025-12-31 03:15,2025-12-31 04:40,B737,1h 25m,PLT6626,Captain_30,Captain,B737,51,29,17,1,2025-12-30 10:15
FLY3308,Guwahati to Pune,2025-12-31 05:00,2025-12-31 06:54,B737,1h 54m,PLT6099,FO_48,First Officer,B737,25,4,11,5,2025-12-30 18:00
FLY3309,Kolkata to Bangalore,2025-12-31 14:15,2025-12-31 17:15,B737,3h 0m,PLT5501,FO_40,First Officer,B737,25,4,16,2,2025-12-30 22:15
FLY3310,Mumbai to Bangalore,2025-12-31 12:45,2025-12-31 14:35,B737,1h 50m,PLT5338,Captain_17,Captain,B737,55,33,12,9,2025-12-31 00:45
FLY3311,Delhi to Kolkata,2025-12-31 05:30,2025-12-31 08:28,B737,2h 58m,PLT6051,FO_47,First Officer,B737,26,5,19,1,2025-12-30 10:30
FLY3312,Bangalore to Delhi,2025-12-31 19:30,2025-12-31 22:07,B737,2h 37m,PLT5950,FO_18,First Officer,B737,35,14,20,2,2025-12-30 23:30
FLY3313,Bangalore to Delhi,2025-12-31 07:15,2025-12-31 08:35,B737,1h 20m,PLT7800,Captain_17,Captain,B737,51,29,10,8,2025-12-30 21:15
FLY3314,Kolkata to Bangalore,2025-12-31 16:30,2025-12-31 17:56,A320,1h 26m,PLT5888,FO_4,First Officer,A320,26,5,23,3,2025-12-30 17:30
FLY3315,Kolkata to Hyderabad,2025-12-31 11:15,2025-12-31 12:01,B737,0h 46m,PLT8421,FO_27,First Officer,B737,39,18,15,4,2025-12-30 20:15
FLY3316,Mumbai to Delhi,2025-12-31 07:00,2025-12-31 08:48,A320,1h 48m,PLT7319,FO_30,First Officer,A320,31,10,17,2,2025-12-30 14:00
FLY3317,Kolkata to Delhi,2025-12-31 11:15,2025-12-31 12:19,A320,1h 4m,PLT6818,FO_44,First Officer,A320,33,12,21,1,2025-12-30 14:15
FLY3318,Hyderabad to Mumbai,2025-12-31 18:00,2025-12-31 19:10,A320,1h 10m,PLT5618,Captain_22,Captain,A320,48,26,21,3,2025-12-30 21:00
