flight_id,flight_date,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,flight_status,delay_minutes,disruption_type,disruption_severity,available_captains,available_first_officers,standby_crew,max_duty_hours,rest_required_hours,airport_congestion_level,slots_available,recovery_action
FL2480,2025-02-21,Vistara,BLR,BOM,18:25,20:15,DELAYED,120,NONE,MEDIUM,2,5,1,8,12,MEDIUM,4,DELAY_30
FL2481,2025-02-21,Air India,BLR,BOM,19:10,21:05,ON_TIME,0,NONE,HIGH,1,1,0,8,12,LOW,4,CANCEL_FLIGHT
FL2482,2025-02-21,IndiGo,BLR,BOM,18:00,19:50,CANCELLED,120,CREW,LOW,5,2,3,8,12,HIGH,9,SWAP_AIRCRAFT
FL2483,2025-02-21,Vistara,BLR,BOM,19:55,21:50,CANCELLED,120,CREW,LOW,5,1,2,8,12,MEDIUM,1,CANCEL_FLIGHT
FL2484,2025-02-21,Go First,BLR,BOM,20:00,21:50,CANCELLED,0,ATC,HIGH,4,5,0,8,12,MEDIUM,1,DELAY_30
FL2485,2025-02-21,IndiGo,BLR,BOM,16:50,18:35,ON_TIME,15,NONE,MEDIUM,1,5,3,8,12,MEDIUM,2,SWAP_AIRCRAFT
FL2486,2025-02-21,Go First,BLR,BOM,22:00,23:55,DELAYED,0,ATC,LOW,2,3,3,8,12,HIGH,6,SWAP_AIRCRAFT
FL2487,2025-02-21,IndiGo,BLR,BOM,21:15,23:15,CANCELLED,120,TECHNICAL,HIGH,1,3,3,8,12,MEDIUM,1,REASSIGN_CREW
FL2488,2025-02-21,IndiGo,BLR,BOM,19:35,21:35,ON_TIME,60,NONE,HIGH,3,1,3,8,12,LOW,5,SWAP_AIRCRAFT
FL2489,2025-02-21,Vistara,BLR,BOM,6:40,8:15,ON_TIME,30,TECHNICAL,MEDIUM,1,5,0,8,12,HIGH,4,NO_ACTION
FL2490,2025-02-21,AirAsia India,BLR,BOM,5:35,7:15,DELAYED,15,CREW,HIGH,5,1,1,8,12,HIGH,5,CANCEL_FLIGHT
FL2491,2025-02-21,Vistara,BLR,BOM,8:30,10:15,ON_TIME,30,ATC,MEDIUM,4,2,0,8,12,HIGH,4,DELAY_30
FL2492,2025-02-21,Air India,BLR,BOM,6:45,8:35,CANCELLED,120,ATC,MEDIUM,4,4,2,8,12,MEDIUM,1,NO_ACTION
FL2493,2025-02-21,IndiGo,BLR,BOM,7:00,8:50,CANCELLED,0,TECHNICAL,LOW,4,5,0,8,12,HIGH,4,REASSIGN_CREW
FL2494,2025-02-21,Vistara,BLR,BOM,9:30,11:25,CANCELLED,60,NONE,LOW,2,5,0,8,12,HIGH,9,REASSIGN_CREW
FL2495,2025-02-21,IndiGo,BLR,BOM,8:05,9:55,CANCELLED,120,CREW,MEDIUM,1,5,2,8,12,HIGH,0,NO_ACTION
FL2496,2025-02-21,IndiGo,BLR,BOM,12:40,14:30,CANCELLED,0,ATC,HIGH,1,2,0,8,12,MEDIUM,8,REASSIGN_CREW
FL2497,2025-02-21,Air India,BOM,BLR,16:45,18:30,ON_TIME,30,ATC,LOW,3,1,1,8,12,LOW,6,NO_ACTION
FL2498,2025-02-21,Go First,BOM,BLR,18:00,19:40,ON_TIME,15,WEATHER,HIGH,1,4,1,8,12,HIGH,8,DELAY_30
FL2499,2025-02-21,Vistara,BOM,BLR,16:00,17:45,DELAYED,60,CREW,HIGH,5,1,2,8,12,LOW,5,DELAY_30
FL2500,2025-02-21,Vistara,BOM,BLR,17:30,19:15,ON_TIME,30,ATC,LOW,5,1,3,8,12,MEDIUM,8,SWAP_AIRCRAFT
FL2501,2025-02-21,Vistara,BOM,BLR,19:10,20:55,ON_TIME,60,WEATHER,MEDIUM,4,3,0,8,12,HIGH,10,CANCEL_FLIGHT
FL2502,2025-02-21,IndiGo,BOM,BLR,18:50,20:35,CANCELLED,120,NONE,HIGH,2,1,2,8,12,HIGH,3,REASSIGN_CREW
FL2503,2025-02-21,IndiGo,BOM,BLR,17:10,18:55,CANCELLED,15,CREW,LOW,2,2,1,8,12,LOW,6,DELAY_30
FL2504,2025-02-21,Go First,BOM,BLR,21:00,22:45,ON_TIME,0,WEATHER,HIGH,4,4,2,8,12,LOW,9,DELAY_30
FL2505,2025-02-21,Vistara,BOM,BLR,21:00,22:50,DELAYED,30,NONE,HIGH,4,3,0,8,12,HIGH,4,DELAY_30
FL2506,2025-02-21,IndiGo,BOM,BLR,20:30,22:15,ON_TIME,60,NONE,LOW,5,5,3,8,12,LOW,8,CANCEL_FLIGHT
FL2507,2025-02-21,Go First,BOM,BLR,22:50,0:35,ON_TIME,30,CREW,MEDIUM,3,3,2,8,12,HIGH,7,CANCEL_FLIGHT
FL2508,2025-02-22,Air India,BOM,BLR,9:30,11:10,DELAYED,30,TECHNICAL,MEDIUM,1,3,0,8,12,MEDIUM,3,SWAP_AIRCRAFT
FL2509,2025-02-22,IndiGo,BOM,BLR,8:30,10:05,ON_TIME,120,NONE,LOW,5,3,2,8,12,MEDIUM,7,NO_ACTION
FL2510,2025-02-22,Go First,BOM,BLR,6:05,7:40,DELAYED,15,ATC,HIGH,2,4,3,8,12,MEDIUM,6,SWAP_AIRCRAFT
FL2511,2025-02-22,Go First,BOM,BLR,14:35,16:10,DELAYED,120,CREW,MEDIUM,1,1,3,8,12,LOW,2,NO_ACTION
FL2512,2025-02-22,Vistara,BOM,BLR,9:05,10:45,CANCELLED,15,WEATHER,LOW,3,2,2,8,12,HIGH,8,DELAY_30
FL2513,2025-02-22,IndiGo,BOM,BLR,10:15,11:55,DELAYED,15,CREW,LOW,1,4,1,8,12,HIGH,10,REASSIGN_CREW
FL2514,2025-02-22,Go First,BOM,BLR,12:30,14:10,DELAYED,0,ATC,MEDIUM,5,2,3,8,12,LOW,6,SWAP_AIRCRAFT
FL2515,2025-02-22,AirAsia India,BOM,BLR,13:05,14:45,DELAYED,15,ATC,HIGH,3,5,3,8,12,HIGH,6,REASSIGN_CREW
FL2516,2025-02-22,IndiGo,BOM,BLR,6:55,8:30,DELAYED,15,TECHNICAL,HIGH,1,2,2,8,12,MEDIUM,7,REASSIGN_CREW
FL2517,2025-02-22,IndiGo,BOM,BLR,14:20,16:05,ON_TIME,120,TECHNICAL,MEDIUM,3,3,1,8,12,MEDIUM,5,SWAP_AIRCRAFT
FL2518,2025-02-22,Vistara,BOM,BLR,6:00,7:50,CANCELLED,0,TECHNICAL,MEDIUM,4,4,0,8,12,HIGH,10,NO_ACTION
FL2519,2025-02-22,Vistara,BOM,BLR,7:00,8:50,DELAYED,120,CREW,MEDIUM,1,1,1,8,12,MEDIUM,4,NO_ACTION
FL2520,2025-02-22,IndiGo,BOM,BLR,9:30,11:20,CANCELLED,120,CREW,HIGH,1,3,1,8,12,LOW,3,SWAP_AIRCRAFT
FL2521,2025-02-22,Go First,BLR,BOM,19:00,20:40,DELAYED,0,CREW,MEDIUM,4,5,2,8,12,LOW,4,SWAP_AIRCRAFT
FL2522,2025-02-22,Vistara,BLR,BOM,19:00,20:45,CANCELLED,120,WEATHER,MEDIUM,5,2,2,8,12,LOW,1,CANCEL_FLIGHT
FL2523,2025-02-22,Vistara,BLR,BOM,21:40,23:25,ON_TIME,120,TECHNICAL,MEDIUM,1,3,1,8,12,MEDIUM,7,REASSIGN_CREW
FL2524,2025-02-22,AirAsia India,BLR,BOM,18:50,20:35,ON_TIME,0,CREW,HIGH,3,1,0,8,12,MEDIUM,8,DELAY_30
FL2525,2025-02-22,AirAsia India,BLR,BOM,22:45,0:35,CANCELLED,120,NONE,MEDIUM,3,4,0,8,12,HIGH,5,DELAY_30
FL2526,2025-02-22,Vistara,BLR,BOM,18:25,20:15,DELAYED,30,NONE,MEDIUM,1,3,2,8,12,MEDIUM,3,SWAP_AIRCRAFT
FL2527,2025-02-22,Air India,BLR,BOM,19:10,21:05,ON_TIME,0,TECHNICAL,LOW,5,2,2,8,12,LOW,3,SWAP_AIRCRAFT
FL2528,2025-02-22,Go First,BLR,BOM,20:00,21:50,CANCELLED,60,TECHNICAL,HIGH,2,4,0,8,12,HIGH,6,CANCEL_FLIGHT
FL2529,2025-02-22,Vistara,BLR,BOM,19:55,21:50,ON_TIME,120,TECHNICAL,LOW,2,3,3,8,12,LOW,3,DELAY_30
FL2530,2025-02-22,IndiGo,BLR,BOM,16:50,18:35,DELAYED,120,CREW,HIGH,1,5,3,8,12,HIGH,8,SWAP_AIRCRAFT
FL2531,2025-02-22,IndiGo,BLR,BOM,18:00,19:50,ON_TIME,15,WEATHER,LOW,3,2,1,8,12,LOW,10,DELAY_30
FL2532,2025-02-22,Go First,BLR,BOM,22:00,23:55,CANCELLED,15,TECHNICAL,MEDIUM,1,2,1,8,12,MEDIUM,8,REASSIGN_CREW
FL2533,2025-02-22,IndiGo,BLR,BOM,19:35,21:35,CANCELLED,15,CREW,LOW,5,3,1,8,12,LOW,3,REASSIGN_CREW
FL2534,2025-02-22,IndiGo,BLR,BOM,21:15,23:15,CANCELLED,60,TECHNICAL,HIGH,5,3,0,8,12,MEDIUM,3,DELAY_30
FL2535,2025-02-22,Vistara,BLR,BOM,6:40,8:15,CANCELLED,60,ATC,HIGH,4,5,2,8,12,MEDIUM,6,SWAP_AIRCRAFT
FL2536,2025-02-22,Go First,BLR,BOM,5:45,7:20,DELAYED,120,WEATHER,MEDIUM,4,3,3,8,12,MEDIUM,7,SWAP_AIRCRAFT
FL2537,2025-02-22,AirAsia India,BLR,BOM,5:35,7:15,DELAYED,15,ATC,HIGH,2,3,1,8,12,LOW,0,REASSIGN_CREW
FL2538,2025-02-22,Go First,BLR,BOM,8:10,9:50,DELAYED,30,CREW,MEDIUM,3,4,0,8,12,MEDIUM,6,CANCEL_FLIGHT
FL2539,2025-02-22,Go First,BLR,BOM,10:00,11:40,CANCELLED,60,ATC,HIGH,1,2,3,8,12,HIGH,6,SWAP_AIRCRAFT
FL2540,2025-02-22,Vistara,BLR,BOM,8:30,10:15,DELAYED,30,ATC,MEDIUM,1,3,3,8,12,HIGH,0,DELAY_30
FL2541,2025-02-22,Air India,BLR,BOM,6:45,8:35,DELAYED,30,NONE,MEDIUM,1,1,0,8,12,HIGH,8,REASSIGN_CREW
FL2542,2025-02-22,IndiGo,BLR,BOM,8:05,9:55,DELAYED,30,WEATHER,HIGH,5,5,2,8,12,HIGH,2,NO_ACTION
FL2543,2025-02-22,IndiGo,BLR,BOM,7:00,8:50,CANCELLED,0,WEATHER,HIGH,4,2,0,8,12,LOW,6,DELAY_30
FL2544,2025-02-22,Vistara,BLR,BOM,9:30,11:25,CANCELLED,0,NONE,LOW,2,5,1,8,12,MEDIUM,1,SWAP_AIRCRAFT
FL2545,2025-02-22,IndiGo,BLR,BOM,12:40,14:30,DELAYED,15,CREW,HIGH,1,4,1,8,12,HIGH,1,DELAY_30
FL2546,2025-02-22,SpiceJet,BLR,BOM,5:55,7:15,ON_TIME,120,NONE,LOW,3,2,3,8,12,LOW,8,NO_ACTION
FL2547,2025-02-22,Air India,BOM,BLR,16:45,18:30,DELAYED,0,CREW,HIGH,2,2,1,8,12,HIGH,2,CANCEL_FLIGHT
FL2548,2025-02-22,Go First,BOM,BLR,18:00,19:40,DELAYED,60,TECHNICAL,LOW,1,4,1,8,12,HIGH,0,SWAP_AIRCRAFT
FL2549,2025-02-22,Vistara,BOM,BLR,16:00,17:45,CANCELLED,60,TECHNICAL,HIGH,5,3,3,8,12,MEDIUM,2,CANCEL_FLIGHT
FL2550,2025-02-22,Vistara,BOM,BLR,17:30,19:15,ON_TIME,60,TECHNICAL,MEDIUM,1,3,3,8,12,MEDIUM,0,NO_ACTION
FL2551,2025-02-22,Vistara,BOM,BLR,19:10,20:55,CANCELLED,15,TECHNICAL,MEDIUM,3,4,0,8,12,LOW,2,REASSIGN_CREW
FL2552,2025-02-22,Go First,BOM,BLR,21:00,22:45,CANCELLED,30,NONE,LOW,2,2,1,8,12,HIGH,2,SWAP_AIRCRAFT
FL2553,2025-02-22,Go First,BOM,BLR,22:50,0:35,ON_TIME,0,WEATHER,LOW,4,1,1,8,12,MEDIUM,7,REASSIGN_CREW
FL2554,2025-02-22,Vistara,BOM,BLR,21:00,22:50,CANCELLED,120,NONE,LOW,1,2,3,8,12,MEDIUM,6,SWAP_AIRCRAFT
FL2555,2025-02-23,Air India,BOM,BLR,9:30,11:10,ON_TIME,30,WEATHER,MEDIUM,2,3,2,8,12,MEDIUM,4,DELAY_30
FL2556,2025-02-23,IndiGo,BOM,BLR,6:55,8:30,ON_TIME,0,ATC,LOW,1,3,2,8,12,HIGH,0,NO_ACTION
FL2557,2025-02-23,IndiGo,BOM,BLR,8:30,10:05,ON_TIME,120,CREW,LOW,5,3,2,8,12,MEDIUM,9,DELAY_30
FL2558,2025-02-23,Go First,BOM,BLR,6:05,7:40,DELAYED,0,WEATHER,HIGH,4,3,1,8,12,HIGH,4,SWAP_AIRCRAFT
FL2559,2025-02-23,Go First,BOM,BLR,14:35,16:10,ON_TIME,30,TECHNICAL,HIGH,2,3,2,8,12,LOW,8,DELAY_30
FL2560,2025-02-23,Vistara,BOM,BLR,9:05,10:45,DELAYED,30,NONE,HIGH,4,3,0,8,12,LOW,1,SWAP_AIRCRAFT
FL2561,2025-02-23,AirAsia India,BOM,BLR,13:05,14:45,ON_TIME,0,ATC,MEDIUM,1,3,2,8,12,HIGH,3,NO_ACTION
FL2562,2025-02-23,Go First,BOM,BLR,12:30,14:10,CANCELLED,30,TECHNICAL,LOW,3,4,1,8,12,MEDIUM,1,SWAP_AIRCRAFT
FL2563,2025-02-23,IndiGo,BOM,BLR,14:20,16:05,CANCELLED,30,CREW,MEDIUM,5,3,0,8,12,MEDIUM,8,REASSIGN_CREW
FL2564,2025-02-23,Vistara,BOM,BLR,6:00,7:50,DELAYED,120,WEATHER,LOW,2,1,0,8,12,HIGH,10,DELAY_30
FL2565,2025-02-23,Vistara,BOM,BLR,7:00,8:50,CANCELLED,60,CREW,LOW,5,5,2,8,12,HIGH,1,DELAY_30
FL2566,2025-02-23,IndiGo,BOM,BLR,9:30,11:20,DELAYED,120,NONE,MEDIUM,4,5,2,8,12,HIGH,2,REASSIGN_CREW
FL2567,2025-02-23,Go First,BLR,BOM,19:00,20:40,CANCELLED,120,WEATHER,HIGH,4,4,2,8,12,LOW,5,SWAP_AIRCRAFT
FL2568,2025-02-23,Vistara,BLR,BOM,19:00,20:45,ON_TIME,60,CREW,HIGH,3,5,1,8,12,HIGH,6,DELAY_30
FL2569,2025-02-23,Vistara,BLR,BOM,21:40,23:25,CANCELLED,30,WEATHER,HIGH,5,2,3,8,12,HIGH,0,NO_ACTION
FL2570,2025-02-23,Vistara,BLR,BOM,18:25,20:15,DELAYED,60,TECHNICAL,HIGH,2,1,0,8,12,MEDIUM,7,SWAP_AIRCRAFT
FL2571,2025-02-23,Air India,BLR,BOM,19:10,21:05,DELAYED,30,CREW,HIGH,5,2,0,8,12,MEDIUM,6,REASSIGN_CREW
FL2572,2025-02-23,IndiGo,BLR,BOM,18:00,19:50,ON_TIME,60,ATC,MEDIUM,4,1,1,8,12,MEDIUM,9,SWAP_AIRCRAFT
FL2573,2025-02-23,Vistara,BLR,BOM,19:55,21:50,CANCELLED,15,NONE,HIGH,1,5,1,8,12,HIGH,10,DELAY_30
FL2574,2025-02-23,Go First,BLR,BOM,20:00,21:50,ON_TIME,120,ATC,LOW,1,4,1,8,12,MEDIUM,2,NO_ACTION
FL2575,2025-02-23,IndiGo,BLR,BOM,16:50,18:35,ON_TIME,120,NONE,HIGH,5,2,0,8,12,HIGH,10,DELAY_30
FL2576,2025-02-23,Go First,BLR,BOM,22:00,23:55,CANCELLED,15,TECHNICAL,MEDIUM,5,3,0,8,12,HIGH,7,NO_ACTION
FL2577,2025-02-23,IndiGo,BLR,BOM,19:35,21:35,CANCELLED,30,WEATHER,LOW,4,4,1,8,12,MEDIUM,0,DELAY_30
FL2578,2025-02-23,IndiGo,BLR,BOM,21:15,23:15,CANCELLED,15,CREW,MEDIUM,1,4,2,8,12,LOW,3,CANCEL_FLIGHT
FL2579,2025-02-23,Vistara,BLR,BOM,6:40,8:15,DELAYED,0,NONE,MEDIUM,1,5,0,8,12,LOW,2,NO_ACTION
FL2580,2025-02-23,AirAsia India,BLR,BOM,5:35,7:15,CANCELLED,15,CREW,LOW,3,3,1,8,12,HIGH,3,REASSIGN_CREW
FL2581,2025-02-23,Go First,BLR,BOM,5:45,7:20,DELAYED,0,NONE,LOW,5,4,3,8,12,LOW,8,REASSIGN_CREW
FL2582,2025-02-23,Go First,BLR,BOM,8:10,9:50,DELAYED,0,ATC,HIGH,4,2,0,8,12,MEDIUM,6,NO_ACTION
FL2583,2025-02-23,Go First,BLR,BOM,10:00,11:40,DELAYED,60,ATC,HIGH,4,5,1,8,12,MEDIUM,0,CANCEL_FLIGHT
FL2584,2025-02-23,Vistara,BLR,BOM,8:30,10:15,DELAYED,15,TECHNICAL,LOW,5,3,2,8,12,HIGH,6,DELAY_30
FL2585,2025-02-23,Air India,BLR,BOM,6:45,8:35,DELAYED,15,ATC,LOW,5,5,1,8,12,LOW,6,CANCEL_FLIGHT
FL2586,2025-02-23,IndiGo,BLR,BOM,7:00,8:50,CANCELLED,0,CREW,LOW,4,1,0,8,12,LOW,8,DELAY_30
FL2587,2025-02-23,Vistara,BLR,BOM,9:30,11:25,ON_TIME,15,CREW,LOW,4,5,1,8,12,LOW,9,DELAY_30
FL2588,2025-02-23,IndiGo,BLR,BOM,12:40,14:30,CANCELLED,120,WEATHER,LOW,4,3,0,8,12,LOW,4,REASSIGN_CREW
FL2589,2025-02-23,IndiGo,BLR,BOM,8:05,9:55,DELAYED,30,NONE,HIGH,4,1,1,8,12,HIGH,9,REASSIGN_CREW
FL2590,2025-02-23,Air India,BOM,BLR,16:45,18:30,CANCELLED,0,TECHNICAL,MEDIUM,2,5,0,8,12,HIGH,5,SWAP_AIRCRAFT
FL2591,2025-02-23,Go First,BOM,BLR,18:00,19:40,DELAYED,120,NONE,HIGH,4,1,1,8,12,LOW,10,NO_ACTION
FL2592,2025-02-23,Vistara,BOM,BLR,16:00,17:45,CANCELLED,60,TECHNICAL,HIGH,5,1,3,8,12,HIGH,2,DELAY_30
FL2593,2025-02-23,Vistara,BOM,BLR,17:30,19:15,ON_TIME,15,NONE,HIGH,3,2,2,8,12,HIGH,1,REASSIGN_CREW
FL2594,2025-02-23,Vistara,BOM,BLR,19:10,20:55,DELAYED,60,TECHNICAL,LOW,1,3,3,8,12,LOW,9,DELAY_30
FL2595,2025-02-23,IndiGo,BOM,BLR,17:10,18:55,CANCELLED,15,WEATHER,HIGH,1,2,2,8,12,HIGH,5,SWAP_AIRCRAFT
FL2596,2025-02-23,IndiGo,BOM,BLR,18:50,20:35,ON_TIME,0,WEATHER,MEDIUM,5,3,0,8,12,MEDIUM,1,NO_ACTION
FL2597,2025-02-23,IndiGo,BOM,BLR,20:30,22:15,DELAYED,15,NONE,LOW,3,1,3,8,12,LOW,3,SWAP_AIRCRAFT
FL2598,2025-02-23,Go First,BOM,BLR,21:00,22:45,DELAYED,30,WEATHER,HIGH,4,3,0,8,12,HIGH,6,REASSIGN_CREW
FL2599,2025-02-23,Go First,BOM,BLR,22:50,0:35,ON_TIME,15,NONE,MEDIUM,1,1,3,8,12,MEDIUM,1,REASSIGN_CREW
FL2600,2025-02-23,Vistara,BOM,BLR,21:00,22:50,ON_TIME,60,NONE,MEDIUM,4,3,2,8,12,LOW,4,NO_ACTION
FL2601,2025-02-23,AirAsia India,BOM,BLR,20:10,22:05,CANCELLED,60,TECHNICAL,LOW,2,3,0,8,12,HIGH,5,DELAY_30
FL2602,2025-02-23,AirAsia India,BOM,BLR,21:20,23:15,DELAYED,0,NONE,MEDIUM,1,4,1,8,12,MEDIUM,5,CANCEL_FLIGHT
FL2603,2025-02-24,Air India,BOM,BLR,9:30,11:10,DELAYED,15,TECHNICAL,LOW,2,2,1,8,12,HIGH,7,CANCEL_FLIGHT
FL2604,2025-02-24,IndiGo,BOM,BLR,8:30,10:05,DELAYED,30,NONE,HIGH,3,3,2,8,12,LOW,4,SWAP_AIRCRAFT
FL2605,2025-02-24,IndiGo,BOM,BLR,6:55,8:30,ON_TIME,15,ATC,MEDIUM,1,3,3,8,12,MEDIUM,6,CANCEL_FLIGHT
FL2606,2025-02-24,Go First,BOM,BLR,6:05,7:40,CANCELLED,0,WEATHER,MEDIUM,4,1,0,8,12,MEDIUM,2,NO_ACTION
FL2607,2025-02-24,Go First,BOM,BLR,14:35,16:10,ON_TIME,15,ATC,LOW,4,1,2,8,12,LOW,3,NO_ACTION
FL2608,2025-02-24,Vistara,BOM,BLR,9:05,10:45,CANCELLED,0,ATC,LOW,4,2,2,8,12,MEDIUM,1,SWAP_AIRCRAFT
FL2609,2025-02-24,IndiGo,BOM,BLR,10:15,11:55,CANCELLED,30,CREW,MEDIUM,2,5,0,8,12,MEDIUM,4,DELAY_30
FL2610,2025-02-24,AirAsia India,BOM,BLR,13:05,14:45,CANCELLED,60,NONE,LOW,1,1,2,8,12,LOW,9,DELAY_30
FL2611,2025-02-24,Go First,BOM,BLR,12:30,14:10,ON_TIME,15,CREW,MEDIUM,3,5,3,8,12,LOW,0,DELAY_30
FL2612,2025-02-24,Vistara,BOM,BLR,6:00,7:50,CANCELLED,0,CREW,HIGH,3,4,1,8,12,LOW,1,NO_ACTION
FL2613,2025-02-24,Vistara,BOM,BLR,7:00,8:50,ON_TIME,30,ATC,MEDIUM,2,2,3,8,12,MEDIUM,4,CANCEL_FLIGHT
FL2614,2025-02-24,IndiGo,BOM,BLR,9:30,11:20,DELAYED,15,ATC,MEDIUM,4,1,1,8,12,LOW,9,NO_ACTION
FL2615,2025-02-24,IndiGo,BOM,BLR,14:20,16:05,DELAYED,0,WEATHER,MEDIUM,5,3,0,8,12,LOW,1,DELAY_30
FL2616,2025-02-24,Go First,BLR,BOM,19:00,20:40,ON_TIME,15,NONE,MEDIUM,4,2,3,8,12,LOW,6,DELAY_30
FL2617,2025-02-24,Vistara,BLR,BOM,19:00,20:45,ON_TIME,15,TECHNICAL,HIGH,2,2,3,8,12,HIGH,10,NO_ACTION
FL2618,2025-02-24,Vistara,BLR,BOM,21:40,23:25,ON_TIME,60,ATC,LOW,4,1,1,8,12,LOW,8,NO_ACTION
FL2619,2025-02-24,AirAsia India,BLR,BOM,18:50,20:35,CANCELLED,15,NONE,HIGH,1,2,1,8,12,LOW,3,SWAP_AIRCRAFT
FL2620,2025-02-24,AirAsia India,BLR,BOM,22:45,0:35,ON_TIME,30,WEATHER,HIGH,3,1,3,8,12,MEDIUM,9,DELAY_30
FL2621,2025-02-24,Vistara,BLR,BOM,18:25,20:15,DELAYED,15,NONE,HIGH,4,4,0,8,12,HIGH,2,SWAP_AIRCRAFT
FL2622,2025-02-24,IndiGo,BLR,BOM,16:50,18:35,DELAYED,60,ATC,HIGH,3,4,2,8,12,HIGH,8,CANCEL_FLIGHT
FL2623,2025-02-24,IndiGo,BLR,BOM,18:00,19:50,CANCELLED,0,WEATHER,HIGH,5,1,0,8,12,HIGH,2,NO_ACTION
FL2624,2025-02-24,Go First,BLR,BOM,20:00,21:50,DELAYED,30,WEATHER,LOW,3,2,3,8,12,LOW,4,REASSIGN_CREW
FL2625,2025-02-24,Vistara,BLR,BOM,19:55,21:50,ON_TIME,15,ATC,LOW,1,1,3,8,12,MEDIUM,7,CANCEL_FLIGHT
FL2626,2025-02-24,Go First,BLR,BOM,22:00,23:55,ON_TIME,60,TECHNICAL,MEDIUM,2,3,2,8,12,LOW,4,CANCEL_FLIGHT
FL2627,2025-02-24,IndiGo,BLR,BOM,19:35,21:35,CANCELLED,0,ATC,MEDIUM,2,4,0,8,12,HIGH,5,SWAP_AIRCRAFT
FL2628,2025-02-24,IndiGo,BLR,BOM,21:15,23:15,CANCELLED,30,NONE,LOW,5,1,3,8,12,HIGH,10,DELAY_30
FL2629,2025-02-24,Vistara,BLR,BOM,6:40,8:15,ON_TIME,120,ATC,MEDIUM,3,2,3,8,12,LOW,1,REASSIGN_CREW
FL2630,2025-02-24,Go First,BLR,BOM,5:45,7:20,DELAYED,60,NONE,MEDIUM,5,3,0,8,12,HIGH,4,SWAP_AIRCRAFT
FL2631,2025-02-24,AirAsia India,BLR,BOM,5:35,7:15,CANCELLED,120,WEATHER,LOW,2,1,3,8,12,HIGH,9,DELAY_30
FL2632,2025-02-24,Go First,BLR,BOM,8:10,9:50,CANCELLED,120,TECHNICAL,LOW,4,1,3,8,12,HIGH,8,CANCEL_FLIGHT
FL2633,2025-02-24,Go First,BLR,BOM,10:00,11:40,DELAYED,0,CREW,LOW,3,1,3,8,12,LOW,9,NO_ACTION
FL2634,2025-02-24,Vistara,BLR,BOM,8:30,10:15,ON_TIME,30,WEATHER,HIGH,5,5,1,8,12,MEDIUM,9,DELAY_30
FL2635,2025-02-24,Air India,BLR,BOM,6:45,8:35,CANCELLED,0,NONE,HIGH,3,2,0,8,12,MEDIUM,3,REASSIGN_CREW
FL2636,2025-02-24,IndiGo,BLR,BOM,7:00,8:50,DELAYED,30,CREW,MEDIUM,4,1,2,8,12,HIGH,4,REASSIGN_CREW
FL2637,2025-02-24,Vistara,BLR,BOM,9:30,11:25,CANCELLED,60,WEATHER,MEDIUM,2,2,3,8,12,HIGH,5,CANCEL_FLIGHT
FL2638,2025-02-24,IndiGo,BLR,BOM,12:40,14:30,DELAYED,0,NONE,LOW,1,5,1,8,12,HIGH,7,CANCEL_FLIGHT
FL2639,2025-02-24,IndiGo,BLR,BOM,8:05,9:55,CANCELLED,0,TECHNICAL,MEDIUM,3,2,1,8,12,MEDIUM,3,REASSIGN_CREW
FL2640,2025-02-24,SpiceJet,BLR,BOM,5:00,6:20,ON_TIME,60,TECHNICAL,HIGH,5,3,1,8,12,LOW,7,NO_ACTION
FL2641,2025-02-24,Vistara,BOM,BLR,16:00,17:45,ON_TIME,60,ATC,LOW,1,3,1,8,12,MEDIUM,10,NO_ACTION
FL2642,2025-02-24,Vistara,BOM,BLR,17:30,19:15,DELAYED,15,ATC,MEDIUM,4,1,2,8,12,MEDIUM,0,NO_ACTION
FL2643,2025-02-24,Vistara,BOM,BLR,19:10,20:55,ON_TIME,60,NONE,LOW,2,2,3,8,12,HIGH,6,DELAY_30
FL2644,2025-02-24,Vistara,BOM,BLR,21:00,22:50,ON_TIME,30,ATC,LOW,3,4,1,8,12,HIGH,10,DELAY_30
FL2645,2025-02-24,IndiGo,BOM,BLR,20:30,22:15,DELAYED,60,WEATHER,HIGH,5,2,1,8,12,HIGH,0,NO_ACTION
FL2646,2025-02-25,Air India,BOM,BLR,9:30,11:10,ON_TIME,30,NONE,HIGH,4,3,1,8,12,LOW,3,CANCEL_FLIGHT
FL2647,2025-02-25,IndiGo,BOM,BLR,8:30,10:05,DELAYED,120,NONE,MEDIUM,5,1,3,8,12,MEDIUM,8,DELAY_30
FL2648,2025-02-25,Go First,BOM,BLR,6:05,7:40,CANCELLED,120,WEATHER,MEDIUM,1,2,2,8,12,MEDIUM,2,DELAY_30
FL2649,2025-02-25,Go First,BOM,BLR,14:35,16:10,DELAYED,0,CREW,MEDIUM,2,3,0,8,12,HIGH,8,SWAP_AIRCRAFT
FL2650,2025-02-25,Vistara,BOM,BLR,9:05,10:45,ON_TIME,0,WEATHER,MEDIUM,3,1,1,8,12,LOW,8,SWAP_AIRCRAFT
FL2651,2025-02-25,AirAsia India,BOM,BLR,13:05,14:45,DELAYED,60,WEATHER,MEDIUM,4,2,0,8,12,HIGH,6,NO_ACTION
FL2652,2025-02-25,Go First,BOM,BLR,12:30,14:10,CANCELLED,60,ATC,LOW,1,2,2,8,12,MEDIUM,0,REASSIGN_CREW
